"hotel";"can";"lt";"arr_m";"arr_wn";"s_wend_n";"s_wday_n";"adults";"children";"babies";"meal";"country";"d_wl";"adr";"res_s";"arr"
"City Hotel";"1";15;"May";"20";0;2;2;0;0;"BB";"ESP";0;190;"Canceled";2017-05-17
"City Hotel";"0";40;"December";"51";0;2;2;0;0;"BB";"BEL";0;106;"Check-Out";2016-12-16
"Resort Hotel";"0";4;"February";"6";0;1;2;0;0;"BB";"PRT";0;45;"Check-Out";2016-02-02
"City Hotel";"0";4;"August";"32";2;2;0;0;0;"SC";"RUS";0;69.5;"Check-Out";2016-08-05
"City Hotel";"0";33;"May";"19";1;2;1;0;0;"BB";"GBR";0;130;"Check-Out";2017-05-08
"City Hotel";"0";211;"March";"12";2;3;2;0;0;"BB";"AUS";0;88.4;"Check-Out";2017-03-25
"City Hotel";"1";44;"February";"8";0;3;2;0;0;"BB";"PRT";3;75;"Canceled";2016-02-17
"Resort Hotel";"0";3;"October";"45";2;1;2;1;0;"BB";"PRT";0;93.5;"Check-Out";2016-10-30
"Resort Hotel";"0";152;"July";"28";3;7;2;0;0;"HB";"FRA";0;191.5;"Check-Out";2017-07-14
"City Hotel";"1";279;"October";"42";0;3;2;0;0;"BB";"PRT";0;110;"Canceled";2016-10-12
"Resort Hotel";"1";223;"January";"2";2;5;2;0;0;"BB";"PRT";0;107;"Canceled";2016-01-07
"City Hotel";"0";5;"May";"23";1;0;2;0;0;"SC";"PRT";0;89;"Check-Out";2016-05-29
"Resort Hotel";"0";0;"February";"7";2;5;1;0;0;"BB";"GBR";0;40;"Check-Out";2017-02-17
"Resort Hotel";"0";0;"March";"11";1;1;1;0;0;"BB";"PRT";0;55;"Check-Out";2016-03-07
"City Hotel";"0";73;"August";"33";1;3;3;0;0;"BB";"ESP";0;200;"Check-Out";2017-08-14
"Resort Hotel";"1";92;"February";"9";1;2;2;0;0;"Undefined";"PRT";0;79;"Canceled";2016-02-26
"City Hotel";"1";38;"January";"2";0;1;1;0;0;"BB";"PRT";0;75;"Canceled";2017-01-14
"City Hotel";"0";1;"March";"10";0;1;2;0;0;"SC";"FRA";0;88.2;"Check-Out";2017-03-11
"City Hotel";"0";19;"August";"33";0;1;2;2;0;"BB";"CZE";0;270;"Check-Out";2017-08-19
"City Hotel";"1";12;"July";"29";2;2;2;0;0;"BB";"PRT";0;62;"Canceled";2015-07-18
"Resort Hotel";"0";53;"October";"41";1;4;2;0;0;"BB";"BRA";0;59.6;"Check-Out";2015-10-05
"City Hotel";"0";91;"October";"41";1;1;1;0;0;"BB";"IRL";0;113.4;"Check-Out";2016-10-03
"City Hotel";"1";325;"October";"43";1;2;2;0;0;"BB";"PRT";0;95;"Canceled";2016-10-17
"Resort Hotel";"0";7;"April";"18";2;0;2;0;0;"BB";"RUS";0;78.4;"Check-Out";2017-04-30
"City Hotel";"0";135;"June";"22";1;3;2;0;0;"BB";"ITA";0;85;"Check-Out";2017-06-01
"Resort Hotel";"0";269;"November";"45";0;1;2;0;0;"HB";"GBR";0;49.5;"Check-Out";2015-11-07
"Resort Hotel";"0";24;"July";"29";0;2;2;1;0;"BB";"ESP";0;171;"Check-Out";2016-07-14
"City Hotel";"0";185;"August";"36";0;1;2;0;0;"BB";"CHE";0;96.3;"Check-Out";2016-08-30
"City Hotel";"0";47;"December";"52";0;1;2;0;0;"BB";"FRA";0;87;"Check-Out";2015-12-24
"City Hotel";"0";17;"March";"10";0;1;2;0;0;"BB";"ROU";0;108;"Check-Out";2016-03-04
"Resort Hotel";"1";205;"August";"35";0;2;2;0;0;"BB";"ESP";0;210;"Canceled";2017-08-29
"City Hotel";"0";405;"July";"27";0;2;2;0;0;"HB";"DEU";0;114.4;"Check-Out";2017-07-04
"Resort Hotel";"0";5;"December";"52";2;0;1;0;0;"BB";"PRT";0;39;"Check-Out";2015-12-20
"City Hotel";"0";79;"October";"43";2;2;3;0;0;"BB";"NLD";0;151.2;"Check-Out";2016-10-16
"City Hotel";"0";19;"October";"42";0;4;2;0;0;"BB";"PRT";0;126;"Check-Out";2015-10-13
"Resort Hotel";"1";36;"April";"17";0;1;2;0;0;"BB";"GBR";0;85;"Canceled";2017-04-27
"Resort Hotel";"1";131;"October";"42";2;1;2;0;0;"BB";"PRT";0;55;"Canceled";2016-10-09
"City Hotel";"0";74;"September";"38";2;2;2;0;0;"BB";"FRA";0;95;"Check-Out";2016-09-16
"Resort Hotel";"1";121;"April";"15";2;5;2;0;0;"HB";"GBR";0;72;"Canceled";2016-04-09
"City Hotel";"1";44;"June";"24";2;1;2;0;0;"SC";"RUS";0;120;"Canceled";2017-06-11
"City Hotel";"0";5;"May";"20";0;1;1;0;0;"BB";"PRT";0;65;"Check-Out";2016-05-10
"City Hotel";"0";99;"May";"23";1;0;2;2;0;"BB";"DEU";0;198.9;"Check-Out";2016-05-29
"City Hotel";"0";5;"September";"38";2;2;2;0;0;"BB";"GBR";0;140.75;"Check-Out";2015-09-19
"City Hotel";"0";3;"September";"36";0;2;2;0;0;"BB";"BEL";0;114.5;"Check-Out";2015-09-03
"Resort Hotel";"0";7;"January";"4";2;8;2;0;0;"BB";"PRT";0;58;"Check-Out";2017-01-26
"Resort Hotel";"1";178;"May";"20";0;3;2;0;0;"HB";"FRA";0;145;"Canceled";2017-05-18
"City Hotel";"1";102;"July";"27";2;1;2;0;0;"BB";"DEU";0;135;"Canceled";2017-07-02
"City Hotel";"0";45;"April";"14";0;1;3;0;0;"BB";"SWE";0;171;"Check-Out";2017-04-07
"City Hotel";"0";4;"September";"40";0;3;2;0;0;"SC";"AUT";0;139.33;"Check-Out";2015-09-30
"City Hotel";"0";0;"March";"12";0;1;2;0;0;"BB";"PRT";0;65;"Check-Out";2017-03-22
"City Hotel";"0";46;"March";"12";2;2;2;0;0;"BB";"CHE";0;74.8;"Check-Out";2016-03-18
"City Hotel";"0";4;"October";"44";1;2;1;0;0;"BB";"PRT";0;65;"Check-Out";2016-10-24
"City Hotel";"1";218;"June";"24";0;2;2;0;0;"HB";"PRT";0;135;"Canceled";2016-06-09
"Resort Hotel";"0";21;"August";"34";2;0;2;0;0;"BB";"PRT";0;284;"Check-Out";2017-08-20
"City Hotel";"1";74;"September";"38";0;2;2;0;0;"HB";"PRT";0;101.5;"Canceled";2015-09-18
"City Hotel";"0";61;"July";"30";2;3;2;0;0;"BB";"FIN";0;120.6;"Check-Out";2016-07-17
"Resort Hotel";"0";164;"July";"29";2;5;2;0;0;"BB";"GBR";0;104.85;"Check-Out";2017-07-20
"City Hotel";"0";36;"June";"23";0;3;1;0;0;"BB";"USA";0;136.67;"Check-Out";2017-06-08
"Resort Hotel";"0";183;"July";"31";2;4;2;0;0;"BB";"PRT";0;153;"Check-Out";2016-07-24
"City Hotel";"1";27;"May";"23";2;2;2;0;0;"BB";"PRT";0;80.75;"Canceled";2016-05-29
"City Hotel";"0";14;"November";"45";2;7;2;0;0;"BB";"DEU";0;47.78;"Check-Out";2015-11-06
"City Hotel";"0";168;"September";"37";0;2;2;0;0;"BB";"PRT";0;60;"Check-Out";2015-09-11
"City Hotel";"0";11;"December";"52";1;2;1;0;0;"BB";"FIN";0;86;"Check-Out";2016-12-19
"Resort Hotel";"0";342;"September";"40";2;4;1;0;0;"BB";"IRL";0;36;"Check-Out";2016-09-29
"City Hotel";"0";1;"May";"19";1;2;1;0;0;"BB";"PRT";0;105;"Check-Out";2016-05-06
"Resort Hotel";"0";10;"August";"34";2;5;2;0;0;"BB";"CHE";0;176.86;"Check-Out";2017-08-26
"City Hotel";"0";2;"April";"17";0;1;2;0;0;"BB";"PRT";0;101;"Check-Out";2016-04-21
"City Hotel";"1";192;"August";"32";1;3;3;0;0;"BB";"FRA";0;130.05;"Canceled";2016-08-04
"Resort Hotel";"0";65;"May";"21";2;5;2;0;0;"HB";"NLD";0;77.5;"Check-Out";2016-05-20
"City Hotel";"0";149;"August";"35";2;3;2;0;0;"BB";"DEU";0;80.75;"Check-Out";2016-08-27
"Resort Hotel";"0";7;"January";"4";1;0;1;0;0;"BB";"PRT";0;35;"Check-Out";2017-01-23
"City Hotel";"1";143;"May";"21";0;3;2;2;0;"BB";"CHE";0;198;"Canceled";2017-05-24
"City Hotel";"0";0;"December";"52";2;1;2;0;0;"BB";"FRA";0;58;"Check-Out";2015-12-20
"Resort Hotel";"0";44;"August";"35";0;1;2;0;0;"BB";"LTU";0;231;"Check-Out";2016-08-27
"City Hotel";"0";296;"September";"39";0;4;2;0;0;"HB";"ITA";0;117;"Check-Out";2016-09-21
"Resort Hotel";"1";104;"July";"30";2;4;2;0;0;"BB";"PRT";0;115;"Canceled";2015-07-19
"Resort Hotel";"0";6;"August";"32";0;4;2;0;0;"HB";"ESP";0;273.5;"Check-Out";2016-08-03
"City Hotel";"0";0;"August";"33";1;0;2;0;0;"SC";"FRA";0;75;"Check-Out";2015-08-10
"Resort Hotel";"0";3;"December";"52";0;1;2;0;0;"BB";"PRT";0;90;"Check-Out";2015-12-24
"City Hotel";"0";3;"June";"23";0;1;1;0;0;"BB";"GBR";0;95;"Check-Out";2017-06-08
"Resort Hotel";"0";39;"July";"30";0;2;2;0;0;"BB";"ESP";0;107;"Check-Out";2015-07-24
"City Hotel";"1";124;"January";"3";0;2;1;0;0;"BB";"PRT";0;65.45;"Canceled";2016-01-12
"Resort Hotel";"0";156;"July";"30";0;4;2;0;0;"BB";"CN";0;102.8;"Check-Out";2016-07-20
"City Hotel";"1";276;"May";"20";2;3;2;0;0;"BB";"PRT";160;61;"Canceled";2016-05-13
"City Hotel";"0";226;"October";"44";2;2;2;0;0;"BB";"FRA";0;70;"Check-Out";2016-10-29
"City Hotel";"0";5;"June";"27";1;0;2;0;0;"BB";"ESP";0;109;"Check-Out";2016-06-26
"City Hotel";"1";7;"August";"34";0;1;1;0;0;"BB";"DEU";0;124;"Canceled";2016-08-17
"City Hotel";"1";79;"April";"15";2;2;2;0;0;"SC";"IRL";0;99;"Canceled";2017-04-09
"City Hotel";"0";1;"September";"37";2;3;2;0;0;"BB";"KAZ";0;148.8;"Check-Out";2015-09-11
"Resort Hotel";"0";40;"August";"31";0;2;2;0;0;"HB";"GBR";0;283.5;"Check-Out";2017-08-04
"City Hotel";"0";68;"February";"7";2;3;2;0;0;"BB";"FRA";0;90.1;"Check-Out";2017-02-16
"City Hotel";"0";11;"February";"8";1;3;2;1;0;"BB";"ARG";0;103.7;"Check-Out";2017-02-20
"Resort Hotel";"0";139;"May";"22";1;2;2;0;0;"FB";"GBR";0;128.7;"Check-Out";2017-05-29
"City Hotel";"1";275;"December";"53";0;4;2;0;0;"SC";"AUT";0;72.25;"Canceled";2016-12-28
"City Hotel";"1";44;"April";"16";2;0;2;0;0;"SC";"ISR";0;114;"Canceled";2017-04-16
"City Hotel";"0";221;"October";"42";2;1;1;0;0;"BB";"FRA";0;60;"Check-Out";2015-10-17
"Resort Hotel";"0";386;"October";"43";2;3;2;0;0;"BB";"GBR";0;55;"Check-Out";2016-10-20
"City Hotel";"1";160;"July";"29";1;5;2;0;0;"BB";"PRT";0;80.1;"Canceled";2017-07-17
"City Hotel";"0";0;"February";"6";0;2;3;2;0;"BB";"ESP";0;272;"Check-Out";2017-02-10
"Resort Hotel";"0";364;"October";"42";1;4;2;0;0;"BB";"GBR";0;66;"Check-Out";2016-10-12
"City Hotel";"0";220;"June";"23";2;1;2;0;0;"BB";"USA";0;73.33;"Check-Out";2016-06-04
"City Hotel";"0";199;"October";"44";0;2;2;0;0;"BB";"FRA";0;95;"Check-Out";2016-10-28
"Resort Hotel";"0";98;"August";"32";1;1;2;0;0;"HB";"ESP";0;208;"Check-Out";2015-08-08
"Resort Hotel";"1";105;"June";"27";2;5;2;0;0;"BB";"NLD";0;143.57;"Canceled";2016-06-26
"Resort Hotel";"0";97;"August";"32";2;5;1;0;0;"BB";"FRA";0;209;"Check-Out";2016-08-01
"City Hotel";"0";17;"June";"25";1;0;2;0;0;"BB";"PRT";0;101;"Check-Out";2016-06-13
"City Hotel";"0";125;"August";"35";4;10;0;0;0;"SC";"PRT";0;0;"Check-Out";2016-08-25
"Resort Hotel";"1";89;"August";"31";0;1;2;0;0;"BB";"PRT";0;154;"Canceled";2015-08-01
"Resort Hotel";"0";32;"April";"17";0;1;1;0;0;"BB";"PRT";0;50;"Check-Out";2016-04-19
"City Hotel";"1";117;"April";"14";0;4;2;0;0;"BB";"PRT";0;93.5;"Canceled";2017-04-05
"City Hotel";"0";6;"May";"23";0;3;2;0;0;"BB";"PRT";0;101.15;"Check-Out";2016-05-31
"City Hotel";"0";56;"April";"14";0;1;2;0;0;"SC";"SWE";0;127.5;"Check-Out";2017-04-06
"Resort Hotel";"0";108;"April";"16";4;7;2;0;0;"BB";"PRT";0;85;"Check-Out";2017-04-21
"City Hotel";"0";40;"October";"42";1;2;2;0;0;"BB";"BEL";0;145.2;"Check-Out";2016-10-14
"Resort Hotel";"0";42;"September";"40";2;5;1;0;0;"BB";"GBR";0;29.75;"Check-Out";2015-09-28
"Resort Hotel";"0";51;"July";"30";3;5;3;0;0;"BB";"PRT";0;202;"Check-Out";2016-07-17
"City Hotel";"0";7;"November";"47";0;1;1;0;0;"BB";"PRT";0;79;"Check-Out";2016-11-16
"City Hotel";"0";16;"April";"15";0;2;1;0;0;"BB";"BRA";0;131;"Check-Out";2016-04-08
"Resort Hotel";"0";46;"March";"11";0;1;1;0;0;"BB";"CUB";0;25;"Check-Out";2016-03-11
"City Hotel";"0";140;"November";"47";0;3;1;0;0;"BB";"PRT";87;65;"Check-Out";2015-11-18
"Resort Hotel";"1";60;"April";"14";2;5;2;0;0;"HB";"PRT";0;76;"Canceled";2017-04-08
"City Hotel";"0";73;"October";"44";0;1;2;0;0;"BB";"DEU";0;73;"Check-Out";2016-10-28
"City Hotel";"0";14;"May";"20";2;2;2;0;0;"HB";"GBR";0;150.48;"Check-Out";2017-05-14
"Resort Hotel";"1";67;"August";"33";2;5;2;0;0;"HB";"PRT";0;198.71;"Canceled";2015-08-15
"Resort Hotel";"0";171;"April";"15";1;1;2;0;0;"HB";"DEU";0;85;"Check-Out";2016-04-04
"Resort Hotel";"1";233;"May";"18";2;5;2;0;0;"BB";"GBR";0;60;"Canceled";2017-05-05
"Resort Hotel";"0";159;"October";"44";1;2;2;0;0;"BB";"AUS";0;71.2;"Check-Out";2016-10-28
"City Hotel";"0";93;"April";"14";2;2;2;0;0;"BB";"BEL";0;82.45;"Check-Out";2016-04-01
"City Hotel";"1";225;"December";"53";2;3;2;0;0;"BB";"GBR";0;150.11;"Canceled";2016-12-29
"Resort Hotel";"1";96;"September";"38";2;5;2;0;0;"BB";"PRT";0;90.14;"Canceled";2015-09-15
"Resort Hotel";"0";5;"November";"48";0;1;2;0;0;"BB";"PRT";0;63;"Check-Out";2016-11-26
"Resort Hotel";"0";0;"January";"2";0;1;1;0;0;"BB";"PRT";0;35;"Check-Out";2017-01-11
"City Hotel";"0";110;"August";"32";1;5;3;0;0;"BB";"FRA";0;148.2;"Check-Out";2016-08-01
"City Hotel";"1";127;"November";"47";2;1;2;0;0;"SC";"BRA";0;79.2;"Canceled";2016-11-13
"City Hotel";"1";50;"June";"26";0;3;2;0;0;"SC";"GBR";0;89.1;"Canceled";2016-06-21
"City Hotel";"1";285;"October";"41";1;3;2;0;0;"BB";"PRT";24;100;"Canceled";2016-10-03
"City Hotel";"0";18;"March";"11";1;4;2;0;0;"BB";"FRA";0;116.8;"Check-Out";2016-03-09
"Resort Hotel";"0";36;"October";"43";0;3;1;0;0;"BB";"GBR";0;42;"Check-Out";2016-10-20
"Resort Hotel";"0";52;"September";"37";2;4;2;0;0;"BB";"ESP";0;97.5;"Check-Out";2015-09-06
"Resort Hotel";"1";91;"September";"38";2;2;2;0;0;"BB";"ESP";0;119;"Canceled";2016-09-11
"City Hotel";"1";61;"January";"4";0;2;2;0;0;"BB";"PRT";0;80;"Canceled";2017-01-25
"City Hotel";"0";167;"July";"29";0;2;2;1;0;"BB";"ARG";0;125.1;"Check-Out";2017-07-19
"City Hotel";"1";224;"May";"20";1;0;2;0;0;"SC";"USA";0;107.1;"Canceled";2017-05-14
"City Hotel";"0";25;"October";"42";0;1;2;2;0;"BB";"CHE";0;229;"Check-Out";2016-10-13
"Resort Hotel";"1";199;"August";"35";0;3;1;0;0;"BB";"PRT";0;131;"Canceled";2016-08-23
"City Hotel";"0";0;"January";"3";0;1;0;2;0;"BB";"PRT";0;6;"Check-Out";2017-01-21
"City Hotel";"1";178;"April";"17";2;3;2;0;0;"BB";"DEU";0;117;"Canceled";2017-04-29
"City Hotel";"0";102;"June";"24";1;4;2;0;0;"BB";"DEU";0;119.85;"Check-Out";2016-06-08
"Resort Hotel";"0";70;"February";"8";0;4;3;0;0;"BB";"GBR";0;58;"Check-Out";2017-02-22
"City Hotel";"0";215;"July";"29";0;4;2;0;0;"BB";"FRA";0;91.13;"Check-Out";2016-07-12
"City Hotel";"1";467;"July";"30";0;1;2;0;0;"BB";"PRT";0;90;"Canceled";2017-07-28
"Resort Hotel";"1";35;"July";"30";2;5;2;2;0;"BB";"MAR";0;259;"Canceled";2016-07-23
"Resort Hotel";"0";65;"August";"35";2;3;2;0;0;"BB";"PRT";0;93.4;"Check-Out";2015-08-29
"City Hotel";"0";72;"April";"14";1;1;2;0;0;"BB";"ITA";0;96.3;"Check-Out";2016-04-02
"City Hotel";"0";55;"June";"27";2;0;3;0;0;"BB";"PRT";0;148.8;"Check-Out";2016-06-26
"City Hotel";"0";271;"July";"29";0;2;2;0;0;"BB";"PRT";0;62;"Check-Out";2015-07-15
"City Hotel";"0";268;"October";"42";2;3;2;0;0;"BB";"LCA";0;80.75;"Check-Out";2016-10-09
"City Hotel";"0";0;"January";"3";0;2;2;0;0;"SC";"RUS";0;88;"Check-Out";2017-01-20
"City Hotel";"1";34;"December";"50";0;2;1;0;0;"BB";"PRT";0;90;"Canceled";2015-12-08
"City Hotel";"0";45;"June";"25";1;2;2;0;0;"BB";"FRA";0;32.5;"Check-Out";2016-06-17
"City Hotel";"1";166;"November";"45";0;3;1;0;0;"BB";"PRT";0;110;"Canceled";2016-11-01
"City Hotel";"0";233;"November";"45";1;1;2;0;0;"BB";"FRA";0;60;"Check-Out";2015-11-07
"Resort Hotel";"0";19;"October";"41";1;1;2;0;0;"BB";"FIN";0;66.3;"Check-Out";2015-10-10
"City Hotel";"0";20;"July";"31";1;3;2;1;0;"BB";"GBR";0;179;"Check-Out";2017-07-31
"City Hotel";"1";150;"January";"1";2;1;2;0;0;"HB";"PRT";91;101;"Canceled";2016-01-02
"City Hotel";"1";444;"December";"49";0;3;1;0;0;"BB";"PRT";39;75;"Canceled";2016-12-01
"City Hotel";"0";0;"May";"22";0;3;2;0;0;"SC";"PRT";0;149;"Check-Out";2016-05-26
"Resort Hotel";"0";17;"February";"6";0;2;1;0;0;"HB";"PRT";0;67;"Check-Out";2016-02-02
"Resort Hotel";"1";178;"July";"27";2;5;2;0;1;"BB";"PRT";0;81;"Canceled";2016-07-01
"Resort Hotel";"0";0;"October";"45";2;0;2;0;0;"BB";"ESP";0;55;"Check-Out";2016-10-30
"City Hotel";"1";60;"December";"49";2;2;2;0;0;"SC";"ESP";0;74.8;"Canceled";2016-12-02
"City Hotel";"1";56;"June";"24";0;1;2;0;0;"BB";"PRT";0;120;"Canceled";2016-06-08
"City Hotel";"1";178;"August";"34";0;3;1;1;0;"BB";"ITA";0;124.5;"Canceled";2016-08-18
"City Hotel";"0";22;"August";"36";1;5;2;1;0;"HB";"ITA";0;198;"Check-Out";2016-08-30
"City Hotel";"0";5;"March";"13";0;1;1;0;0;"BB";"BEL";0;128;"Check-Out";2017-03-28
"City Hotel";"0";143;"July";"27";2;1;2;0;0;"BB";"POL";0;112;"Check-Out";2016-07-02
"City Hotel";"0";0;"December";"51";1;0;1;0;0;"BB";"PRT";0;88;"Check-Out";2016-12-11
"City Hotel";"0";3;"June";"23";1;0;1;0;0;"BB";"GBR";0;150;"Check-Out";2017-06-04
"City Hotel";"0";0;"September";"39";0;1;2;0;0;"BB";"PRT";0;70;"Check-Out";2016-09-21
"City Hotel";"0";257;"July";"27";0;2;1;0;0;"HB";"PRT";0;80;"Check-Out";2015-07-01
"Resort Hotel";"1";31;"November";"45";5;11;1;0;0;"BB";"PRT";0;40;"Canceled";2015-11-02
"City Hotel";"0";7;"January";"4";0;1;1;0;0;"BB";"ESP";0;78.4;"Check-Out";2017-01-25
"City Hotel";"1";301;"August";"33";2;3;2;0;0;"BB";"DEU";0;121.5;"Canceled";2017-08-18
"City Hotel";"0";169;"July";"27";1;0;2;0;0;"BB";"HUN";0;107.1;"Check-Out";2017-07-02
"Resort Hotel";"1";114;"October";"44";7;16;1;0;0;"BB";"PRT";0;36;"Canceled";2015-10-26
"City Hotel";"0";111;"February";"8";2;3;2;0;0;"BB";"AUT";0;87;"Check-Out";2016-02-14
"City Hotel";"0";22;"May";"20";0;1;2;0;0;"BB";"PRT";0;0;"Check-Out";2017-05-19
"City Hotel";"0";225;"April";"17";1;1;1;0;0;"HB";"FRA";0;141;"Check-Out";2017-04-29
"City Hotel";"0";286;"May";"20";0;4;2;0;0;"BB";"AUT";176;99;"Check-Out";2016-05-11
"City Hotel";"0";66;"October";"43";0;2;0;2;0;"BB";"RUS";0;108;"Check-Out";2016-10-20
"City Hotel";"1";101;"February";"7";1;3;1;0;0;"BB";"PRT";0;81;"Canceled";2016-02-11
"City Hotel";"1";53;"November";"48";1;1;2;0;0;"BB";"FRA";0;93.6;"Canceled";2016-11-21
"Resort Hotel";"0";10;"February";"6";0;1;2;0;0;"BB";"FRA";0;45;"Check-Out";2017-02-09
"City Hotel";"0";70;"September";"38";0;1;2;0;0;"SC";"CHE";0;125.1;"Check-Out";2016-09-15
"City Hotel";"1";188;"June";"25";0;2;1;0;0;"BB";"PRT";39;130;"Canceled";2016-06-15
"City Hotel";"0";2;"July";"29";1;2;1;0;0;"BB";"PRT";0;0;"Check-Out";2016-07-11
"Resort Hotel";"0";45;"January";"1";1;2;2;0;0;"BB";"PRT";0;42;"Check-Out";2017-01-02
"City Hotel";"0";4;"March";"11";1;3;2;0;0;"HB";"DZA";0;106;"Check-Out";2016-03-07
"City Hotel";"1";53;"January";"3";2;3;2;1;0;"SC";"PRT";0;70.4;"Canceled";2017-01-21
"City Hotel";"0";20;"July";"30";0;2;2;0;0;"BB";"PRT";0;62;"Check-Out";2015-07-22
"City Hotel";"1";27;"June";"24";0;1;2;0;0;"BB";"PRT";0;120;"Canceled";2016-06-09
"City Hotel";"0";170;"October";"41";1;3;2;0;0;"BB";"NLD";0;108.9;"Check-Out";2016-10-03
"Resort Hotel";"1";31;"July";"30";3;6;2;0;0;"BB";"PRT";0;154;"Canceled";2015-07-25
"City Hotel";"1";108;"July";"29";2;5;2;0;0;"BB";"NLD";0;121.37;"Canceled";2016-07-16
"City Hotel";"0";44;"January";"1";2;1;2;0;0;"HB";"ITA";0;98;"Check-Out";2016-01-02
"Resort Hotel";"0";38;"March";"13";0;3;2;1;0;"BB";"ESP";0;76.33;"Check-Out";2016-03-24
"City Hotel";"1";97;"September";"37";2;5;2;0;0;"BB";"DEU";0;135.9;"Canceled";2016-09-09
"Resort Hotel";"0";90;"August";"32";1;1;2;0;0;"BB";"ESP";0;191;"Check-Out";2016-08-06
"City Hotel";"1";156;"April";"17";0;3;2;0;0;"BB";"PRT";0;100;"Canceled";2017-04-26
"City Hotel";"1";72;"March";"13";1;1;2;0;0;"HB";"PRT";0;96;"Canceled";2016-03-26
"City Hotel";"1";55;"September";"38";1;0;2;0;0;"SC";"GBR";0;134.1;"Canceled";2016-09-12
"City Hotel";"1";171;"August";"32";2;3;2;0;0;"SC";"FRA";0;92.82;"Canceled";2016-08-04
"Resort Hotel";"0";2;"February";"6";0;1;1;0;0;"BB";"PRT";0;27;"Check-Out";2016-02-04
"City Hotel";"0";346;"September";"38";0;2;2;0;0;"HB";"PRT";0;115;"Check-Out";2016-09-13
"Resort Hotel";"1";37;"September";"39";1;1;2;1;0;"BB";"PRT";0;119;"Canceled";2015-09-26
"City Hotel";"0";72;"October";"44";0;3;2;0;0;"BB";"ISR";58;85.67;"Check-Out";2015-10-28
"City Hotel";"1";62;"May";"19";2;5;2;0;0;"BB";"PRT";0;228.21;"Canceled";2017-05-08
"Resort Hotel";"0";216;"June";"23";4;7;1;0;0;"HB";"GBR";0;60.9;"Check-Out";2016-06-03
"City Hotel";"0";0;"February";"5";0;1;2;0;0;"BB";"PRT";0;101;"Check-Out";2017-02-04
"Resort Hotel";"1";462;"May";"21";0;3;2;0;0;"HB";"PRT";0;78;"Canceled";2017-05-25
"City Hotel";"0";58;"June";"25";1;2;2;0;0;"SC";"FRA";0;116.1;"Check-Out";2016-06-17
"Resort Hotel";"0";26;"August";"32";3;8;2;0;0;"BB";"GBR";0;125.1;"Check-Out";2017-08-07
"City Hotel";"0";36;"October";"42";0;3;2;0;0;"HB";"PRT";0;112;"Check-Out";2015-10-13
"City Hotel";"0";102;"April";"17";1;3;1;0;0;"BB";"IRL";0;90;"Check-Out";2017-04-24
"City Hotel";"0";0;"January";"2";0;3;1;0;0;"BB";"PRT";0;0;"Check-Out";2016-01-05
"Resort Hotel";"1";46;"February";"8";0;1;2;0;0;"BB";"ESP";0;68;"Canceled";2017-02-25
"Resort Hotel";"0";268;"September";"40";2;5;1;0;0;"HB";"DEU";0;42.5;"Check-Out";2015-09-27
"City Hotel";"0";134;"July";"28";1;1;2;0;0;"BB";"GBR";0;109.8;"Check-Out";2016-07-04
"Resort Hotel";"0";24;"October";"41";0;1;2;0;0;"BB";"ESP";0;73;"Check-Out";2015-10-10
"Resort Hotel";"1";72;"February";"6";2;1;2;0;0;"HB";"PRT";0;73.33;"Canceled";2016-02-06
"City Hotel";"0";18;"October";"42";1;3;2;0;0;"BB";"FRA";0;85;"Check-Out";2016-10-10
"City Hotel";"0";32;"July";"28";2;2;3;0;0;"BB";"GBR";0;129;"Check-Out";2017-07-09
"Resort Hotel";"0";0;"December";"51";0;1;2;0;0;"BB";"ESP";0;59;"Check-Out";2016-12-16
"Resort Hotel";"0";211;"May";"20";1;1;1;0;0;"HB";"DEU";0;54.5;"Check-Out";2016-05-14
"City Hotel";"0";15;"February";"8";0;3;1;0;0;"BB";"ESP";0;74.13;"Check-Out";2017-02-21
"Resort Hotel";"0";4;"March";"12";0;2;2;0;0;"BB";"PRT";0;45;"Check-Out";2016-03-15
"City Hotel";"0";2;"November";"48";1;2;2;0;0;"BB";"AUT";0;59.75;"Check-Out";2015-11-27
"City Hotel";"0";43;"June";"24";2;5;2;0;0;"BB";"USA";0;145.71;"Check-Out";2017-06-11
"City Hotel";"1";326;"September";"37";0;1;2;0;0;"BB";"PRT";0;60;"Canceled";2015-09-08
"Resort Hotel";"1";172;"July";"31";1;4;2;0;0;"BB";"BEL";0;198;"Canceled";2017-07-31
"Resort Hotel";"1";260;"September";"38";2;5;2;0;0;"BB";"PRT";0;54.99;"Canceled";2015-09-19
"City Hotel";"0";221;"August";"33";0;1;1;0;0;"HB";"DEU";147;73;"Check-Out";2016-08-12
"City Hotel";"0";33;"October";"44";1;4;2;0;0;"BB";"FRA";0;77.4;"Check-Out";2015-10-28
"City Hotel";"0";55;"May";"20";2;1;3;0;0;"BB";"BEL";0;159.3;"Check-Out";2016-05-08
"Resort Hotel";"0";29;"August";"32";2;4;2;0;0;"BB";"PRT";0;186.9;"Check-Out";2015-08-08
"City Hotel";"0";0;"September";"40";0;1;2;0;0;"BB";"PRT";0;160;"Check-Out";2016-09-27
"Resort Hotel";"1";17;"March";"10";2;1;2;0;0;"BB";"ITA";0;68;"Canceled";2017-03-05
